Model Name,Model Coverage,Model Average Backbone Error,Model Twisted Peptide Count,Frac,Model cis/trans Flips,Frac,Model Average Sidechain Error,Template Name,Template Coverage,Template Average Backbone Error,Template Twisted Peptide Count,Frac,Template cis/trans Flips,Frac,Template Average Sidechain Error
T0960TS047_1-D1,1.000,48.819,0,0.000,0,0.000,78.238,5x7o,0.969,30.383,0,0.000,0,0.000,88.122
T0960TS044_3-D1,1.000,46.330,7,0.219,0,0.000,83.309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS390_4-D1,1.000,23.622,0,0.000,0,0.000,59.434,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS470_1-D1,1.000,29.186,0,0.000,0,0.000,59.479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS407_1-D1,1.000,44.108,0,0.000,1,0.031,52.471,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS224_2-D1,1.000,51.651,8,0.250,0,0.000,57.197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS472_5-D1,1.000,45.246,0,0.000,0,0.000,86.967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS208_2-D1,1.000,34.839,0,0.000,0,0.000,72.394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS492_5-D1,1.000,31.222,0,0.000,0,0.000,64.353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS116_4-D1,1.000,44.685,0,0.000,0,0.000,72.436,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS086_2-D1,1.000,25.876,0,0.000,0,0.000,47.890,2cly,1.000,37.355,0,0.000,0,0.000,101.751
T0960TS312_1-D1,1.000,59.175,9,0.281,0,0.000,70.971,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS043_1-D1,1.000,35.565,0,0.000,0,0.000,49.064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS498_5-D1,1.000,26.508,0,0.000,0,0.000,69.714,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS406_3-D1,1.000,25.637,0,0.000,0,0.000,52.375,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS402_2-D1,1.000,42.739,0,0.000,0,0.000,65.771,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS402_3-D1,1.000,39.564,0,0.000,0,0.000,66.205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS488_4-D1,1.000,31.219,0,0.000,0,0.000,65.054,1mua,0.531,34.343,0,0.000,0,0.000,83.928
T0960TS055_3-D1,1.000,23.324,0,0.000,0,0.000,60.294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS197_2-D1,1.000,29.735,0,0.000,0,0.000,46.354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS089_1-D1,1.000,38.639,0,0.000,0,0.000,71.924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS312_5-D1,1.000,55.592,7,0.219,0,0.000,63.436,5jwf,0.969,36.452,0,0.000,0,0.000,72.379
T0960TS402_4-D1,1.000,43.068,0,0.000,0,0.000,58.329,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS145_5-D1,1.000,44.864,2,0.062,0,0.000,59.075,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS322_4-D1,1.000,48.678,5,0.156,0,0.000,77.618,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS266_3-D1,1.000,45.352,0,0.000,0,0.000,67.180,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS124_3-D1,1.000,36.777,0,0.000,0,0.000,79.667,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS160_3-D1,1.000,61.453,10,0.312,0,0.000,71.581,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS160_4-D1,1.000,44.420,2,0.062,0,0.000,68.444,5ak1,0.906,34.758,0,0.000,1,0.014,102.949
T0960TS457_4-D1,1.000,26.336,0,0.000,0,0.000,57.182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS261_5-D1,1.000,44.085,10,0.312,2,0.062,69.653,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS160_1-D1,1.000,47.688,8,0.250,0,0.000,42.869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS261_2-D1,1.000,49.164,4,0.125,0,0.000,63.945,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS457_2-D1,1.000,24.394,0,0.000,0,0.000,65.485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS458_5-D1,1.000,51.316,0,0.000,2,0.062,67.994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS222_3-D1,1.000,34.821,0,0.000,0,0.000,65.730,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS460_1-D1,1.000,23.854,0,0.000,0,0.000,64.767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS004_2-D1,1.000,44.161,0,0.000,0,0.000,63.137,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS488_2-D1,1.000,48.696,1,0.031,0,0.000,61.828,1drt,1.000,31.659,0,0.000,1,0.013,90.563
T0960TS246_3-D1,1.000,48.059,0,0.000,1,0.031,72.170,2bwr,0.500,47.816,0,0.000,0,0.000,77.611
T0960TS458_1-D1,1.000,53.145,0,0.000,1,0.031,75.962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS426_4-D1,1.000,23.324,0,0.000,0,0.000,60.294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS112_4-D1,1.000,41.227,0,0.000,0,0.000,81.176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS324_1-D1,1.000,25.351,0,0.000,0,0.000,76.237,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS089_4-D1,1.000,21.456,0,0.000,0,0.000,51.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS244_5-D1,1.000,44.275,0,0.000,0,0.000,63.700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS414_1-D1,1.000,39.243,0,0.000,1,0.031,55.082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS145_3-D1,1.000,43.737,4,0.125,0,0.000,54.336,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS058_4-D1,1.000,44.344,0,0.000,0,0.000,68.302,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS043_3-D1,1.000,33.036,0,0.000,0,0.000,69.219,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS246_1-D1,1.000,58.081,0,0.000,0,0.000,59.860,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS348_2-D1,1.000,111.125,0,0.000,31,0.969,70.840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS322_1-D1,1.000,48.554,8,0.250,0,0.000,69.786,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS351_3-D1,0.844,39.049,0,0.000,1,0.037,52.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS476_2-D1,1.000,45.611,0,0.000,0,0.000,93.294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS041_4-D1,1.000,49.052,0,0.000,1,0.031,60.129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS472_2-D1,1.000,49.827,1,0.031,0,0.000,73.887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS324_2-D1,1.000,26.766,0,0.000,0,0.000,74.728,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS312_2-D1,1.000,59.725,7,0.219,0,0.000,56.477,5odw,0.969,29.350,0,0.000,0,0.000,74.060
T0960TS358_4-D1,1.000,52.856,10,0.312,0,0.000,77.269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS497_1-D1,1.000,41.210,0,0.000,0,0.000,76.100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS418_4-D1,1.000,45.446,0,0.000,0,0.000,66.872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS241_4-D1,1.000,44.864,2,0.062,0,0.000,59.075,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS470_3-D1,1.000,30.782,0,0.000,0,0.000,59.992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS149_1-D1,1.000,46.776,0,0.000,0,0.000,62.563,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS312_3-D1,1.000,73.509,9,0.281,0,0.000,63.620,3iyu,1.000,39.078,0,0.000,0,0.000,97.135
T0960TS224_5-D1,1.000,31.224,0,0.000,0,0.000,46.208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS112_5-D1,1.000,41.815,0,0.000,0,0.000,81.534,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS337_3-D1,1.000,45.446,0,0.000,0,0.000,66.872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS335_4-D1,1.000,35.183,0,0.000,0,0.000,53.681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS135_3-D1,1.000,41.943,0,0.000,0,0.000,88.886,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS224_3-D1,1.000,52.134,3,0.094,2,0.062,54.141,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS365_2-D1,1.000,47.589,0,0.000,0,0.000,54.612,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS164_4-D1,1.000,44.638,6,0.188,0,0.000,60.569,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS110_3-D1,1.000,50.710,3,0.094,2,0.062,66.852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS366_1-D1,1.000,36.793,0,0.000,0,0.000,76.338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS007_2-D1,1.000,40.536,0,0.000,0,0.000,67.353,3io0,0.625,53.935,2,0.050,2,0.050,86.007
T0960TS116_3-D1,1.000,42.625,0,0.000,0,0.000,74.959,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS112_3-D1,1.000,38.269,0,0.000,0,0.000,89.228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS110_1-D1,1.000,46.466,0,0.000,2,0.062,47.628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS471_4-D1,1.000,42.694,0,0.000,0,0.000,54.252,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS261_1-D1,1.000,41.510,6,0.188,0,0.000,62.086,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS322_5-D1,1.000,49.105,6,0.188,0,0.000,59.588,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS309_5-D1,1.000,44.085,10,0.312,2,0.062,69.653,5o9z,0.812,30.774,0,0.000,0,0.000,180.000
T0960TS354_3-D1,1.000,41.510,6,0.188,0,0.000,62.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS196_5-D1,1.000,31.224,0,0.000,0,0.000,46.208,2cly,1.000,37.355,0,0.000,0,0.000,101.751
T0960TS112_2-D1,1.000,44.992,0,0.000,0,0.000,69.367,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS071_2-D1,1.000,48.690,0,0.000,2,0.062,46.416,1hvq,1.000,30.390,0,0.000,0,0.000,88.441
T0960TS208_5-D1,1.000,31.040,0,0.000,0,0.000,70.351,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS432_4-D1,1.000,39.377,0,0.000,0,0.000,76.385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS058_3-D1,1.000,39.689,0,0.000,0,0.000,54.317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS089_2-D1,1.000,39.598,0,0.000,0,0.000,71.439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS348_4-D1,1.000,107.220,0,0.000,31,0.969,50.881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS418_3-D1,1.000,29.878,0,0.000,0,0.000,49.639,3m19,0.844,46.444,0,0.000,0,0.000,100.212
T0960TS043_2-D1,1.000,34.609,0,0.000,0,0.000,57.690,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS426_1-D1,1.000,31.224,0,0.000,0,0.000,46.208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS309_1-D1,1.000,31.224,0,0.000,0,0.000,46.208,2cly,1.000,37.355,0,0.000,0,0.000,101.751
T0960TS288_3-D1,1.000,43.228,0,0.000,0,0.000,58.967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS224_1-D1,1.000,57.569,11,0.344,3,0.094,58.737,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS086_1-D1,1.000,23.324,0,0.000,0,0.000,60.294,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS354_5-D1,1.000,44.864,2,0.062,0,0.000,59.075,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS041_1-D1,1.000,49.634,0,0.000,1,0.031,66.517,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS470_2-D1,1.000,31.337,0,0.000,0,0.000,60.161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS471_3-D1,1.000,49.274,0,0.000,0,0.000,63.054,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS337_1-D1,1.000,45.857,0,0.000,0,0.000,83.082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS406_4-D1,1.000,41.943,0,0.000,0,0.000,88.886,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS196_3-D1,1.000,34.290,0,0.000,0,0.000,68.558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS164_5-D1,1.000,47.079,4,0.125,0,0.000,80.595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS086_5-D1,1.000,30.643,0,0.000,0,0.000,59.314,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS222_1-D1,1.000,33.552,0,0.000,0,0.000,64.801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS497_4-D1,1.000,46.054,0,0.000,1,0.031,56.032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS243_2-D1,1.000,46.948,0,0.000,0,0.000,56.105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS135_5-D1,1.000,34.290,0,0.000,0,0.000,68.558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS135_4-D1,1.000,40.172,0,0.000,0,0.000,84.402,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS089_3-D1,1.000,39.845,0,0.000,0,0.000,67.095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS086_3-D1,1.000,25.637,0,0.000,0,0.000,52.375,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS351_1-D1,0.844,39.049,0,0.000,1,0.037,52.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS192_2-D1,1.000,45.820,4,0.125,0,0.000,63.625,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS244_3-D1,1.000,49.872,0,0.000,0,0.000,69.724,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS378_3-D1,1.000,34.572,0,0.000,0,0.000,56.806,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS117_4-D1,1.000,42.691,1,0.031,0,0.000,79.868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS335_2-D1,1.000,35.183,0,0.000,0,0.000,53.681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS023_1-D1,1.000,29.304,0,0.000,0,0.000,48.388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS472_3-D1,1.000,53.689,1,0.031,0,0.000,63.371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS390_5-D1,1.000,33.376,0,0.000,0,0.000,58.201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS124_4-D1,1.000,40.637,0,0.000,0,0.000,70.641,4mtm,1.000,32.988,0,0.000,0,0.000,111.343
T0960TS244_2-D1,1.000,62.327,0,0.000,1,0.031,69.869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS023_5-D1,1.000,33.099,0,0.000,0,0.000,58.579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS432_1-D1,1.000,45.409,0,0.000,0,0.000,67.625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS402_1-D1,1.000,43.879,0,0.000,0,0.000,51.901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0960TS324_4-D1,1.000,26.288,0,0.000,0,0.000,66.466,5efv,0.812,27.589,0,0.000,0,0.000,62.518
T0960TS337_5-D1,1.000,45.055,0,0.000,0,0.000,68.105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
