Model Name,Model Coverage,Model Average Backbone Error,Model Twisted Peptide Count,Frac,Model cis/trans Flips,Frac,Model Average Sidechain Error,Template Name,Template Coverage,Template Average Backbone Error,Template Twisted Peptide Count,Frac,Template cis/trans Flips,Frac,Template Average Sidechain Error
T0950TS164_4-D1,1.000,20.137,16,0.047,0,0.000,52.988,5j1i,0.915,12.806,0,0.000,0,0.000,109.355
T0950TS266_1-D1,1.000,27.125,0,0.000,0,0.000,65.176,5i08,0.781,23.446,0,0.000,0,0.000,97.587
T0950TS337_2-D1,1.000,18.980,0,0.000,0,0.000,65.085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS498_4-D1,1.000,16.340,2,0.006,4,0.012,64.678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS156_1-D1,1.000,21.641,0,0.000,0,0.000,52.028,4k1p,0.865,12.508,0,0.000,0,0.000,89.822
T0950TS470_3-D1,1.000,23.505,0,0.000,0,0.000,51.471,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS402_3-D1,1.000,24.361,1,0.003,0,0.000,55.690,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS041_3-D1,1.000,16.244,0,0.000,1,0.003,66.182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS145_3-D1,1.000,33.643,93,0.272,12,0.035,72.047,1qoy,0.801,14.469,0,0.000,0,0.000,90.065
T0950TS023_2-D1,1.000,15.410,0,0.000,1,0.003,71.885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS365_1-D1,1.000,19.239,4,0.012,0,0.000,56.829,5ghe,0.912,16.244,1,0.003,0,0.000,90.696
T0950TS458_1-D1,1.000,16.709,0,0.000,1,0.003,61.767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS023_4-D1,1.000,22.069,0,0.000,0,0.000,66.986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS156_5-D1,1.000,21.723,0,0.000,0,0.000,50.767,4k1p,0.865,12.508,0,0.000,0,0.000,89.822
T0950TS007_3-D1,1.000,46.283,0,0.000,0,0.000,69.988,1ynb,0.488,20.327,0,0.000,0,0.000,95.913
T0950TS145_2-D1,1.000,21.218,30,0.088,2,0.006,67.140,1qoy,0.801,14.469,0,0.000,0,0.000,90.065
T0950TS378_1-D1,1.000,15.209,0,0.000,0,0.000,56.777,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS004_3-D1,1.000,26.553,1,0.003,0,0.000,59.800,4cej,0.848,20.986,0,0.000,0,0.000,83.603
T0950TS152_4-D1,1.000,20.293,0,0.000,5,0.015,71.051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS110_5-D1,1.000,24.568,11,0.032,5,0.015,57.981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS257_2-D1,1.000,16.885,0,0.000,3,0.009,64.694,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS007_1-D1,1.000,50.312,0,0.000,0,0.000,65.471,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS497_3-D1,1.000,18.094,0,0.000,1,0.003,65.717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS041_2-D1,1.000,15.983,0,0.000,4,0.012,67.666,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS160_3-D1,1.000,27.400,0,0.000,0,0.000,68.253,1u4q,0.833,12.359,0,0.000,0,0.000,88.687
T0950TS246_1-D1,1.000,20.161,16,0.047,0,0.000,56.575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS458_4-D1,1.000,18.030,0,0.000,3,0.009,65.991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS058_2-D1,1.000,19.798,0,0.000,0,0.000,55.585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS488_4-D1,1.000,25.600,2,0.006,3,0.009,59.899,1f7u,0.912,18.161,0,0.000,0,0.000,86.734
T0950TS470_5-D1,1.000,19.970,1,0.003,0,0.000,49.336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS324_1-D1,1.000,12.539,0,0.000,0,0.000,61.545,4k1p,0.874,14.019,0,0.000,0,0.000,87.522
T0950TS378_2-D1,1.000,15.247,0,0.000,0,0.000,57.633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS497_1-D1,1.000,17.458,0,0.000,4,0.012,62.188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS152_3-D1,1.000,18.832,0,0.000,2,0.006,75.653,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS124_1-D1,1.000,13.844,0,0.000,0,0.000,74.197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS110_3-D1,1.000,22.354,14,0.041,3,0.009,56.133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS365_3-D1,1.000,19.504,2,0.006,0,0.000,54.686,5ghe,0.912,16.244,1,0.003,0,0.000,90.696
T0950TS023_5-D1,1.000,19.862,0,0.000,0,0.000,68.935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS407_4-D1,1.000,14.843,0,0.000,3,0.009,66.880,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS149_3-D1,1.000,18.703,0,0.000,1,0.003,68.729,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS023_1-D1,1.000,17.076,4,0.012,1,0.003,68.115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0950TS007_5-D1,1.000,34.806,0,0.000,0,0.000,68.313,4r0g,0.705,18.717,0,0.000,0,0.000,89.893
T0950TS246_4-D1,1.000,20.885,0,0.000,0,0.000,63.890,4k1p,0.874,14.019,0,0.000,0,0.000,87.522
T0950TS365_5-D1,1.000,17.846,2,0.006,0,0.000,54.521,5ghe,0.912,16.244,1,0.003,0,0.000,90.696
T0950TS004_5-D1,1.000,28.594,0,0.000,0,0.000,54.897,5f98,0.804,22.523,0,0.000,0,0.000,96.735
T0950TS378_4-D1,1.000,14.643,0,0.000,0,0.000,58.080,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
