Model Name,Model Coverage,Model Average Backbone Error,Model Twisted Peptide Count,Frac,Model cis/trans Flips,Frac,Model Average Sidechain Error,Template Name,Template Coverage,Template Average Backbone Error,Template Twisted Peptide Count,Frac,Template cis/trans Flips,Frac,Template Average Sidechain Error
T0970TS431_3-D1,1.000,29.030,1,0.010,1,0.010,33.719,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS470_5-D1,1.000,38.436,0,0.000,1,0.010,30.656,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS460_3-D1,1.000,28.173,0,0.000,1,0.010,26.819,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS116_1-D1,1.000,27.737,0,0.000,1,0.010,43.514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS068_4-D1,1.000,23.033,1,0.010,0,0.000,31.732,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS058_3-D1,1.000,35.142,0,0.000,2,0.021,29.755,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS380_3-D1,1.000,34.298,0,0.000,1,0.010,28.358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS358_5-D1,1.000,42.246,17,0.175,2,0.021,44.518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS431_2-D1,1.000,32.304,0,0.000,1,0.010,29.246,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS149_3-D1,1.000,31.757,0,0.000,1,0.010,47.020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS110_3-D1,1.000,45.008,8,0.082,8,0.082,52.006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS112_4-D1,0.976,25.196,0,0.000,1,0.010,162.353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS156_4-D1,1.000,30.216,1,0.010,1,0.010,29.940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS476_3-D1,1.000,46.835,0,0.000,1,0.010,55.373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS044_4-D1,1.000,31.803,0,0.000,1,0.010,27.906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS164_2-D1,1.000,37.544,21,0.216,1,0.010,47.370,1wpl,0.859,23.982,0,0.000,2,0.024,38.514
T0970TS007_5-D1,1.000,35.797,0,0.000,1,0.010,43.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS472_2-D1,1.000,48.992,0,0.000,1,0.010,39.021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS244_1-D1,1.000,29.993,0,0.000,1,0.010,34.554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS492_1-D1,1.000,47.486,0,0.000,1,0.010,63.352,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS023_4-D1,1.000,28.478,0,0.000,1,0.010,33.172,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS135_5-D1,1.000,34.445,0,0.000,1,0.010,38.849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T0970TS401_5-D1,1.000,40.999,0,0.000,1,0.010,32.395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
